"register_name","enum_name","bits","bit_name","value","mask","description"
"tsp_instruction_word","dst_alpha_instr","28-26","other_color",2,,
"tsp_instruction_word","dst_alpha_instr","28-26","inverse_other_color",3,,
"tsp_instruction_word","dst_alpha_instr","28-26","src_alpha",4,,
"tsp_instruction_word","dst_alpha_instr","28-26","inverse_src_alpha",5,,
"tsp_instruction_word","dst_alpha_instr","28-26","dst_alpha",6,,
"tsp_instruction_word","dst_alpha_instr","28-26","inverse_dst_alpha",7,,
,,,,,,
"tsp_instruction_word","src_select",25,"primary_accumulation_buffer",0,,
"tsp_instruction_word","src_select",25,"secondary_accumulation_buffer",1,,
,,,,,,
"tsp_instruction_word","dst_select",24,"primary_accumulation_buffer",0,,
"tsp_instruction_word","dst_select",24,"secondary_accumulation_buffer",1,,
,,,,,,
"tsp_instruction_word","fog_control","23-22","look_up_table","0b00",,
"tsp_instruction_word","fog_control","23-22","per_vertex","0b01",,
"tsp_instruction_word","fog_control","23-22","no_fog","0b10",,
"tsp_instruction_word","fog_control","23-22","look_up_table_mode_2","0b11",,
,,,,,,
"tsp_instruction_word",,21,"color_clamp",1,,
,,,,,,
"tsp_instruction_word",,20,"use_alpha",1,,
,,,,,,
"tsp_instruction_word",,19,"ignore_texture_alpha",1,,
,,,,,,
"tsp_instruction_word","flip_uv","18-17","none",0,,
"tsp_instruction_word","flip_uv","18-17","v",1,,
"tsp_instruction_word","flip_uv","18-17","u",2,,
"tsp_instruction_word","flip_uv","18-17","uv",3,,
,,,,,,
"tsp_instruction_word","clamp_uv","16-15","none",0,,
"tsp_instruction_word","clamp_uv","16-15","v",1,,
"tsp_instruction_word","clamp_uv","16-15","u",2,,
"tsp_instruction_word","clamp_uv","16-15","uv",3,,
,,,,,,
"tsp_instruction_word","filter_mode","14-13","point_sampled","0b00",,
"tsp_instruction_word","filter_mode","14-13","bilinear_filter","0b01",,
"tsp_instruction_word","filter_mode","14-13","trilinear_pass_a","0b10",,
"tsp_instruction_word","filter_mode","14-13","trilinear_pass_b","0b11",,
,,,,,,
"tsp_instruction_word",,12,"super_sample_texture",1,,
,,,,,,
"tsp_instruction_word",,"11-8","mip_map_d_adjust",,"0b1111",
,,,,,,
"tsp_instruction_word","texture_shading_instruction","7-6","decal",0,,
"tsp_instruction_word","texture_shading_instruction","7-6","modulate",1,,
"tsp_instruction_word","texture_shading_instruction","7-6","decal_alpha",2,,
"tsp_instruction_word","texture_shading_instruction","7-6","modulate_alpha",3,,
,,,,,,
"tsp_instruction_word","texture_u_size","5-3",8,0,,
"tsp_instruction_word","texture_u_size","5-3",16,1,,
"tsp_instruction_word","texture_u_size","5-3",32,2,,
"tsp_instruction_word","texture_u_size","5-3",64,3,,
"tsp_instruction_word","texture_u_size","5-3",128,4,,
"tsp_instruction_word","texture_u_size","5-3",256,5,,
"tsp_instruction_word","texture_u_size","5-3",512,6,,
"tsp_instruction_word","texture_u_size","5-3",1024,7,,
,,,,,,
"tsp_instruction_word","texture_v_size","2-0",8,0,,
"tsp_instruction_word","texture_v_size","2-0",16,1,,
"tsp_instruction_word","texture_v_size","2-0",32,2,,
"tsp_instruction_word","texture_v_size","2-0",64,3,,
"tsp_instruction_word","texture_v_size","2-0",128,4,,
"tsp_instruction_word","texture_v_size","2-0",256,5,,
"tsp_instruction_word","texture_v_size","2-0",512,6,,
"tsp_instruction_word","texture_v_size","2-0",1024,7,,
,,,,,,
"texture_control_word",,31,"mip_mapped",1,,
,,,,,,
"texture_control_word",,30,"vq_compressed",1,,
,,,,,,
"tsp_instruction_word","pixel_format","29-27",1555,0,,
"tsp_instruction_word","pixel_format","29-27",565,1,,
"tsp_instruction_word","pixel_format","29-27",4444,2,,
"tsp_instruction_word","pixel_format","29-27","yuv422",3,,
"tsp_instruction_word","pixel_format","29-27","bump_map",4,,
"tsp_instruction_word","pixel_format","29-27","4bpp_palette",5,,
"tsp_instruction_word","pixel_format","29-27","8bpp_palette",6,,
,,,,,,
"tsp_instruction_word","scan_order",26,"twiddled",0,,
"tsp_instruction_word","scan_order",26,"non_twiddled",1,,
,,,,,,
"tsp_instruction_word",,"26-21","palette_selector4",,"0x3f",
,,,,,,
"tsp_instruction_word",,"26-25","palette_selector8",,"0x3",
,,,,,,
"tsp_instruction_word",,25,"stride_select",,,
,,,,,,
"tsp_instruction_word",,"20-0","texture_address",,"0x1fffff",
